datetime,open,high,low,close,volume
2021-01-04T04:00:00Z,33607.79,33666.99,33258.57,33345.25,940.90254684
2021-01-04T05:00:00Z,33345.18,33399.03,32891.34,32903.87,962.72643798
2021-01-04T06:00:00Z,32899.01,33517.31,32899.01,33277.83,1181.55531646
2021-01-04T07:00:00Z,33275.19,33318.45,31700.0,32108.13,2944.0753001
2021-01-04T08:00:00Z,32117.6,32599.01,31400.0,32051.35,1459.45177841
2021-01-04T09:00:00Z,32045.71,32122.32,30200.0,30998.4,2855.51648785
2021-01-04T10:00:00Z,30999.68,31198.7,27678.0,30284.84,6020.26801813
2021-01-04T11:00:00Z,30282.43,30962.28,29376.03,30774.11,2358.45014357
2021-01-04T12:00:00Z,30769.75,31487.87,30500.0,31282.87,2148.80417639
2021-01-04T13:00:00Z,31280.21,31455.92,30594.01,31455.92,2500.24264549
2021-01-04T14:00:00Z,31455.91,32196.99,31443.69,32180.72,2284.88857806
2021-01-04T15:00:00Z,32179.94,32246.07,31591.11,31771.01,1859.23990192
2021-01-04T16:00:00Z,31771.01,31930.55,30700.0,31342.02,2696.49614614
2021-01-04T17:00:00Z,31342.03,31549.42,30607.88,31022.25,1787.81708923
2021-01-04T18:00:00Z,31006.37,31455.0,30908.43,31183.45,1409.55728275
2021-01-04T19:00:00Z,31183.44,31880.0,31136.65,31690.76,1319.07184756
2021-01-04T20:00:00Z,31690.76,31850.0,31230.67,31269.47,1859.44682444
2021-01-04T21:00:00Z,31265.64,31600.0,30864.66,31044.04,1210.84435675
2021-01-04T22:00:00Z,31044.04,31500.0,30984.61,31367.03,788.49874661
2021-01-04T23:00:00Z,31367.06,32050.0,31183.74,32019.99,1471.31938866
2021-01-05T00:00:00Z,32020.22,32890.0,32011.74,32445.0,2568.44080022
2021-01-05T01:00:00Z,32445.0,32831.62,32273.36,32819.44,1494.46356844
2021-01-05T02:00:00Z,32817.81,32884.97,32267.29,32352.37,1360.98650489
2021-01-05T03:00:00Z,32350.16,32605.71,31157.56,31201.92,2345.55934348
2021-01-05T04:00:00Z,31201.88,31655.24,30450.0,30886.26,2898.45235364
2021-01-05T05:00:00Z,30874.05,31391.8,30020.0,30460.19,2332.4175582
2021-01-05T06:00:00Z,30469.0,31292.95,29891.13,31136.64,2426.99140387
2021-01-05T07:00:00Z,31139.93,31336.4,30774.34,30831.98,983.71126619
2021-01-05T08:00:00Z,30843.04,31525.69,30829.56,31225.9,976.42499719
2021-01-05T09:00:00Z,31224.18,31819.28,31200.01,31591.43,778.0517603
2021-01-05T10:00:00Z,31592.53,31705.45,31126.99,31361.97,742.39157327
2021-01-05T11:00:00Z,31361.97,31820.93,31314.83,31820.92,749.21565386
2021-01-05T12:00:00Z,31820.93,32099.99,31609.48,31629.64,1142.54941388
2021-01-05T13:00:00Z,31627.1,31942.18,31479.66,31500.5,1130.66520898
2021-01-05T14:00:00Z,31513.63,32428.15,31160.12,32399.77,1863.01495492
2021-01-05T15:00:00Z,32399.99,32425.0,31975.08,32167.29,1569.20256602
2021-01-05T16:00:00Z,32167.3,32750.0,31850.0,32535.08,1659.94113
2021-01-05T17:00:00Z,32539.08,32879.92,32312.93,32827.06,1690.99279079
2021-01-05T18:00:00Z,32825.42,33523.29,32740.82,33450.2,2395.95780217
2021-01-05T19:00:00Z,33457.49,34306.17,33212.0,33807.67,3207.87400123
2021-01-05T20:00:00Z,33813.68,34149.0,33424.73,34067.74,2691.45684097
2021-01-05T21:00:00Z,34067.74,34095.87,33601.0,33807.14,1755.30592281
2021-01-05T22:00:00Z,33807.15,34499.67,33807.14,34299.99,1625.03509126
2021-01-05T23:00:00Z,34299.99,34387.57,33770.21,34030.64,1893.46669369
2021-01-06T00:00:00Z,34043.91,34199.96,33352.54,33976.94,2238.8813907
2021-01-06T01:00:00Z,33982.18,34081.02,33564.69,33875.89,1224.94146973
2021-01-06T02:00:00Z,33875.88,34195.55,33838.51,33956.8,1357.25245615
2021-01-06T03:00:00Z,33956.8,34233.0,33750.0,34199.45,1177.59087249
2021-01-06T04:00:00Z,34192.03,35868.69,34191.51,35463.43,5382.79871329
2021-01-06T05:00:00Z,35466.89,35713.75,34673.23,35130.05,2357.896218
2021-01-06T06:00:00Z,35119.99,35380.65,34912.0,35276.57,1227.64757885
2021-01-06T07:00:00Z,35273.89,35398.0,34500.0,34787.89,1134.32670002
2021-01-06T08:00:00Z,34787.88,35059.98,34112.12,34653.07,1223.33741801
2021-01-06T09:00:00Z,34653.65,34653.65,33700.0,33999.95,1372.23433373
2021-01-06T10:00:00Z,34000.0,34652.97,33930.66,34525.0,894.32342674
2021-01-06T11:00:00Z,34528.69,35365.45,34454.87,35023.68,1174.85267071
2021-01-06T12:00:00Z,35025.25,35200.0,34534.91,35041.55,1153.00662982
2021-01-06T13:00:00Z,35042.66,35194.5,34423.74,34662.52,1347.16756579
2021-01-06T14:00:00Z,34662.52,34745.97,34200.0,34341.2,1959.89195442
2021-01-06T15:00:00Z,34330.18,34900.0,34263.06,34669.08,1115.91787168
2021-01-06T16:00:00Z,34668.45,35166.07,34455.0,34703.78,1728.81128599
2021-01-06T17:00:00Z,34703.77,35189.01,34642.36,35019.23,1782.61353632
2021-01-06T18:00:00Z,35019.23,35362.13,35019.23,35348.28,1725.22760729
2021-01-06T19:00:00Z,35348.28,35848.0,34756.05,34940.03,2687.33828059
2021-01-06T20:00:00Z,34957.26,36364.0,34341.77,36117.69,4844.18636127
2021-01-06T21:00:00Z,36134.75,36500.0,35755.44,35966.97,2750.84740487
2021-01-06T22:00:00Z,35959.89,36480.0,35784.79,36098.46,1315.52746203
2021-01-06T23:00:00Z,36095.49,37000.0,36068.14,36859.26,2567.48399166
2021-01-07T00:00:00Z,36859.26,37400.0,36511.51,37266.01,2798.93865233
2021-01-07T01:00:00Z,37266.92,37334.88,36760.82,37000.0,1809.38473496
2021-01-07T02:00:00Z,37000.0,37187.65,36554.09,37066.23,1662.2873131
2021-01-07T03:00:00Z,37071.86,37810.0,37042.44,37575.83,2172.47681023
2021-01-07T04:00:00Z,37583.58,37698.0,37190.0,37593.99,1497.65587505
2021-01-07T05:00:00Z,37591.46,37823.0,37300.0,37505.58,1311.44554563
2021-01-07T06:00:00Z,37505.57,37606.99,36855.49,37249.5,1412.30245779
2021-01-07T07:00:00Z,37249.5,37408.87,36793.39,36917.01,806.84212692
2021-01-07T08:00:00Z,36930.48,37385.0,36352.98,37253.57,1158.01879476
2021-01-07T09:00:00Z,37258.92,37558.33,36942.32,37541.17,499.52150892
2021-01-07T10:00:00Z,37541.17,37541.29,36972.84,37096.87,519.69110108
2021-01-07T11:00:00Z,37096.86,37971.0,37096.86,37886.66,881.19673257
2021-01-07T12:00:00Z,37883.24,38180.0,37604.39,38022.39,1743.49927756
2021-01-07T13:00:00Z,38025.0,38500.0,37986.57,38236.45,2052.09077568
2021-01-07T14:00:00Z,38236.37,38700.0,38171.56,38518.92,2220.89097099
2021-01-07T15:00:00Z,38518.98,39000.0,38161.7,39000.0,2196.64127326
2021-01-07T16:00:00Z,39000.0,39621.0,38999.99,39160.25,4211.14248615
2021-01-07T17:00:00Z,39155.35,39800.0,39140.93,39776.9,1836.22148582
2021-01-07T18:00:00Z,39781.5,40425.0,36200.0,38974.89,7748.45397205
2021-01-07T19:00:00Z,38958.12,39247.0,37500.0,39093.33,3108.95377284
2021-01-07T20:00:00Z,39098.67,39227.8,38310.0,39168.11,1769.31600069
2021-01-07T21:00:00Z,39168.11,39950.0,39166.74,39749.98,2747.62062088
2021-01-07T22:00:00Z,39752.4,39998.0,39201.06,39719.53,1890.86245124
2021-01-07T23:00:00Z,39713.35,39727.72,38621.36,39505.56,2290.85095002
2021-01-08T00:00:00Z,39510.55,39750.0,38500.0,38853.66,1707.12087102
2021-01-08T01:00:00Z,38853.65,39072.14,37860.0,38711.41,2680.87031957
2021-01-08T02:00:00Z,38711.83,38728.85,36565.08,37221.6,4436.9676293
2021-01-08T03:00:00Z,37218.22,38521.24,37125.02,38414.82,1800.95572888
2021-01-08T04:00:00Z,38414.82,38955.0,38228.88,38725.86,1307.88835803
2021-01-08T05:00:00Z,38724.63,38725.85,37935.95,38000.87,927.45275162
2021-01-08T06:00:00Z,38001.76,38700.0,37572.01,38570.45,1014.01729292
2021-01-08T07:00:00Z,38571.25,39128.01,38325.98,38956.26,1082.13058309
2021-01-08T08:00:00Z,38954.71,39018.03,38409.24,38699.06,977.19888901
2021-01-08T09:00:00Z,38699.66,39397.99,38264.26,39394.0,1031.65950317
2021-01-08T10:00:00Z,39389.43,41000.0,39261.35,40754.32,2466.92728776
2021-01-08T11:00:00Z,40741.46,41500.0,40471.43,41329.64,2236.5401674
2021-01-08T12:00:00Z,41318.06,41794.95,40907.43,41383.23,1966.97156766
2021-01-08T13:00:00Z,41364.89,41686.15,40740.52,41360.04,1686.0965223
2021-01-08T14:00:00Z,41353.88,41618.23,41001.01,41520.65,1894.35714152
2021-01-08T15:00:00Z,41520.6,41986.37,39850.0,40915.61,3682.92049392
2021-01-08T16:00:00Z,40915.61,41650.0,40229.53,41371.03,2093.535173
2021-01-08T17:00:00Z,41369.36,41609.0,40903.12,41043.68,1748.54986323
2021-01-08T18:00:00Z,41043.67,41178.68,39800.0,39927.15,2771.3377607
2021-01-08T19:00:00Z,39927.18,40700.0,39927.18,40366.77,2048.72727047
2021-01-08T20:00:00Z,40358.71,40469.73,38900.0,39073.3,3552.65504192
2021-01-08T21:00:00Z,39073.3,40099.99,38700.0,40082.62,2601.22861933
2021-01-08T22:00:00Z,40073.28,40822.91,39778.15,40724.09,1501.58167902
2021-01-08T23:00:00Z,40724.13,40979.0,40500.01,40665.15,1304.79438788
2021-01-09T00:00:00Z,40642.15,40980.0,40031.8,40315.34,1501.76990698
2021-01-09T01:00:00Z,40315.34,40327.77,39800.0,40246.55,1560.20952941
2021-01-09T02:00:00Z,40244.61,40615.09,39521.0,40023.72,1649.21475291
2021-01-09T03:00:00Z,40018.44,40423.15,39764.94,40264.29,942.23882448
2021-01-09T04:00:00Z,40257.01,40535.0,39868.01,40253.31,1038.42637434
2021-01-09T05:00:00Z,40251.01,40251.01,39200.11,39352.36,1453.00356321
2021-01-09T06:00:00Z,39346.95,39666.7,38900.5,39032.28,1749.94135731
2021-01-09T07:00:00Z,39026.92,39705.0,38800.0,39665.99,1099.79296178
2021-01-09T08:00:00Z,39665.99,40300.0,39327.65,40214.91,816.26092965
2021-01-09T09:00:00Z,40215.0,40807.99,40215.0,40365.47,840.34330425
2021-01-09T10:00:00Z,40377.21,40800.0,40149.52,40426.79,597.06547163
2021-01-09T11:00:00Z,40426.78,41269.69,40300.01,40628.32,1151.72593994
2021-01-09T12:00:00Z,40633.54,40988.49,40451.26,40916.56,667.62458833
2021-01-09T13:00:00Z,40916.55,41275.47,40750.0,41130.96,976.57494938
2021-01-09T14:00:00Z,41126.6,41406.94,40782.09,40897.14,1294.21839762
2021-01-09T15:00:00Z,40897.11,41027.34,40300.0,40620.02,1178.3162043
2021-01-09T16:00:00Z,40625.9,40735.12,40007.0,40113.89,1135.80718119
2021-01-09T17:00:00Z,40102.22,40667.98,40093.2,40507.38,1054.61722525
2021-01-09T18:00:00Z,40507.38,40889.99,40507.38,40725.25,1047.29152889
2021-01-09T19:00:00Z,40725.25,40965.0,40563.05,40749.99,982.95670567
2021-01-09T20:00:00Z,40749.99,40864.25,40146.41,40749.94,1414.87323602
2021-01-09T21:00:00Z,40738.72,40890.0,40600.98,40860.16,1116.87309698
2021-01-09T22:00:00Z,40864.46,40885.8,40282.29,40453.4,807.85585635
2021-01-09T23:00:00Z,40453.4,40582.76,40100.0,40257.43,1075.96914294
2021-01-10T00:00:00Z,40257.43,40837.53,40253.39,40685.88,1024.5355739
2021-01-10T01:00:00Z,40685.88,41452.12,40562.96,41235.48,1648.91814751
2021-01-10T02:00:00Z,41235.48,41235.48,40947.39,41082.2,728.21534487
2021-01-10T03:00:00Z,41084.47,41132.01,40411.66,40481.5,1155.83574281
2021-01-10T04:00:00Z,40481.49,40750.0,40205.0,40480.09,900.26519902
2021-01-10T05:00:00Z,40480.09,40759.0,40401.0,40571.12,613.64086279
2021-01-10T06:00:00Z,40572.92,41186.76,40500.0,41021.66,643.55519213
2021-01-10T07:00:00Z,41021.66,41186.29,40812.93,41090.01,600.69840942
2021-01-10T08:00:00Z,41090.02,41136.51,40662.15,40908.59,673.83110601
2021-01-10T09:00:00Z,40908.59,41136.0,40800.0,40831.95,613.10743919
2021-01-10T10:00:00Z,40839.14,40923.0,40055.0,40505.44,1065.85721509
2021-01-10T11:00:00Z,40509.03,40511.2,38999.0,39233.94,2123.66953565
2021-01-10T12:00:00Z,39233.38,39850.0,38582.0,39632.74,1583.016671
2021-01-10T13:00:00Z,39629.94,40164.67,39510.16,39851.56,972.64250092
2021-01-10T14:00:00Z,39863.26,39907.31,39307.0,39504.14,1117.10499133
2021-01-10T15:00:00Z,39501.3,39979.18,39134.66,39716.79,828.20629872
2021-01-10T16:00:00Z,39715.89,39797.92,39054.59,39294.26,1054.79941251
2021-01-10T17:00:00Z,39290.25,39424.01,37211.0,38653.53,5380.2943555
2021-01-10T18:00:00Z,38653.52,38819.66,37700.0,38109.13,2611.97483354
2021-01-10T19:00:00Z,38109.13,38546.24,36675.25,37363.26,2616.24369992
2021-01-10T20:00:00Z,37363.25,37760.0,34444.0,37738.54,8997.82478112
2021-01-10T21:00:00Z,37728.0,38250.0,37501.0,38048.94,3264.58461828
2021-01-10T22:00:00Z,38048.87,39071.13,37850.02,38449.99,1849.67470564
2021-01-10T23:00:00Z,38449.95,38684.42,37920.34,38171.57,1668.07367902
2021-01-11T00:00:00Z,38168.89,38273.88,36000.0,37211.93,3509.92298178
2021-01-11T01:00:00Z,37215.69,37799.1,36666.06,37233.56,1939.23875536
2021-01-11T02:00:00Z,37233.48,37383.6,36050.0,36317.89,3284.70518715
2021-01-11T03:00:00Z,36317.26,36643.27,33333.34,35419.85,10151.74981053
2021-01-11T04:00:00Z,35408.67,36000.0,34269.0,35495.05,5386.01483782
2021-01-11T05:00:00Z,35528.33,35914.86,34439.0,34847.17,2732.23887109
2021-01-11T06:00:00Z,34848.67,34848.67,32265.0,32618.18,5380.28984247
2021-01-11T07:00:00Z,32620.64,34741.85,32272.65,34333.36,4074.39246181
2021-01-11T08:00:00Z,34333.39,35876.82,34050.0,35419.82,2156.80878498
2021-01-11T09:00:00Z,35419.82,35734.68,34843.75,35734.67,933.68424707
2021-01-11T10:00:00Z,35734.68,36342.52,35225.89,35363.4,1565.25074403
2021-01-11T11:00:00Z,35357.1,35458.72,34000.0,34114.76,1820.94488171
2021-01-11T12:00:00Z,34113.0,35094.31,33205.0,34200.0,2652.94377779
2021-01-11T13:00:00Z,34216.57,34382.77,32229.97,32691.37,4259.23238765
2021-01-11T14:00:00Z,32688.2,33799.0,30251.55,33262.31,8398.36611683
2021-01-11T15:00:00Z,33268.16,33695.52,31308.07,31500.03,6003.66432128
2021-01-11T16:00:00Z,31500.0,32163.27,30100.0,31725.88,8237.92061279
2021-01-11T17:00:00Z,31725.88,33627.62,30579.58,32815.17,6956.40070534
2021-01-11T18:00:00Z,32822.04,33295.02,32429.34,32583.1,3130.82280014
2021-01-11T19:00:00Z,32575.01,32726.21,31162.13,32226.84,3837.15278446
2021-01-11T20:00:00Z,32217.75,33449.0,31374.5,33395.33,3619.65124508
2021-01-11T21:00:00Z,33388.71,34500.0,33029.65,33958.5,4377.72734081
2021-01-11T22:00:00Z,33966.37,34948.25,33666.0,34424.89,3183.3531281
2021-01-11T23:00:00Z,34415.38,35682.0,34415.38,35452.59,4910.68010242
2021-01-12T00:00:00Z,35456.89,35585.57,34326.0,34947.02,4175.5212298
2021-01-12T01:00:00Z,34942.05,35469.67,33837.93,34316.45,2741.27859234
2021-01-12T02:00:00Z,34316.45,34611.0,33686.11,34405.28,2769.72256979
2021-01-12T03:00:00Z,34407.56,35000.0,34191.05,34996.38,1739.8780792
2021-01-12T04:00:00Z,34994.63,35320.18,34538.49,35286.62,2267.69398004
2021-01-12T05:00:00Z,35274.2,35900.0,34989.43,35900.0,2258.39940681
2021-01-12T06:00:00Z,35900.0,36384.81,35743.11,36029.49,2206.44286012
2021-01-12T07:00:00Z,36025.87,36604.51,35631.88,36449.26,1745.04767882
2021-01-12T08:00:00Z,36443.72,36527.63,35620.88,35776.17,1410.37018374
2021-01-12T09:00:00Z,35774.94,36132.37,35458.93,35911.46,937.62206392
2021-01-12T10:00:00Z,35911.46,36129.4,34758.0,35054.92,1621.77538349
2021-01-12T11:00:00Z,35049.32,35854.56,35046.19,35388.39,946.6183799
2021-01-12T12:00:00Z,35402.55,35681.6,34864.17,34986.85,1203.04712697
2021-01-12T13:00:00Z,34987.63,35390.06,33168.07,33248.45,2993.28929976
2021-01-12T14:00:00Z,33238.23,34049.99,32500.0,33402.6,3534.56572424
2021-01-12T15:00:00Z,33405.36,34297.59,33405.36,33834.06,2222.1585571
2021-01-12T16:00:00Z,33834.08,35000.0,33825.19,35000.0,1681.71077495
2021-01-12T17:00:00Z,34994.44,35294.41,34539.02,34998.61,1931.32769606
2021-01-12T18:00:00Z,34998.61,35488.0,34800.95,34998.86,1753.71408248
2021-01-12T19:00:00Z,34998.86,35000.0,34139.18,34669.89,1282.16561148
2021-01-12T20:00:00Z,34656.03,34666.89,33500.0,34285.4,1835.32304619
2021-01-12T21:00:00Z,34285.4,34861.21,33794.15,34710.36,1249.61526137
2021-01-12T22:00:00Z,34706.86,35000.0,33358.0,33751.22,1675.2304198
2021-01-12T23:00:00Z,33750.88,34108.57,33300.0,34038.98,2045.10951198
2021-01-13T00:00:00Z,34035.53,34035.53,32309.04,32450.75,3694.34192094
2021-01-13T01:00:00Z,32450.75,33210.25,32441.67,33099.56,2339.16242313
2021-01-13T02:00:00Z,33095.12,33521.06,32533.05,33011.27,1597.97587679
2021-01-13T03:00:00Z,33011.3,34350.0,32949.29,33787.42,2261.4307737
2021-01-13T04:00:00Z,33792.07,33887.95,33066.68,33164.4,1435.92844563
2021-01-13T05:00:00Z,33158.45,33499.92,32800.0,33300.0,1200.82002432
2021-01-13T06:00:00Z,33299.88,34232.83,33199.88,33751.34,1215.51555556
2021-01-13T07:00:00Z,33764.67,35149.04,33676.36,34940.72,1851.00695901
2021-01-13T08:00:00Z,34958.43,35068.1,34408.0,34490.64,1287.3663056
2021-01-13T09:00:00Z,34485.54,35124.67,34021.56,34329.35,958.35510094
2021-01-13T10:00:00Z,34331.71,35030.57,34331.71,34906.2,1085.19212147
2021-01-13T11:00:00Z,34916.67,35233.27,34219.24,34378.66,1469.88928876
2021-01-13T12:00:00Z,34378.37,34497.98,34010.0,34230.79,1051.88493594
2021-01-13T13:00:00Z,34231.85,34764.78,34040.59,34546.35,986.35840288
2021-01-13T14:00:00Z,34552.97,35073.87,34191.27,34240.24,1414.45349096
2021-01-13T15:00:00Z,34243.98,34849.34,34175.0,34652.19,1122.78975996
2021-01-13T16:00:00Z,34650.52,34899.01,34362.83,34758.05,854.46002861
2021-01-13T17:00:00Z,34758.06,34961.05,34618.92,34806.81,976.01238827
2021-01-13T18:00:00Z,34806.81,35919.3,34711.57,35715.42,2089.13237206
2021-01-13T19:00:00Z,35715.42,36175.69,35545.0,35999.65,1743.43646449
2021-01-13T20:00:00Z,35999.79,36482.0,35686.62,36245.08,2025.32918361
2021-01-13T21:00:00Z,36240.14,37500.0,36116.3,37299.99,2660.83444682
2021-01-13T22:00:00Z,37299.99,37888.0,36850.0,37211.16,2474.79815015
2021-01-13T23:00:00Z,37226.16,37646.2,37013.92,37393.66,1812.26276787
2021-01-14T00:00:00Z,37393.67,38195.0,37379.44,37799.67,2267.48417942
2021-01-14T01:00:00Z,37804.36,37817.49,37378.0,37466.46,1493.02224003
2021-01-14T02:00:00Z,37465.62,37679.3,37066.01,37437.65,1355.72038709
2021-01-14T03:00:00Z,37436.91,37491.84,37001.49,37051.07,992.6086088
2021-01-14T04:00:00Z,37055.46,37517.35,36751.11,37517.35,1146.93789864
2021-01-14T05:00:00Z,37505.72,37800.0,37254.82,37546.15,890.78682797
2021-01-14T06:00:00Z,37550.11,38100.0,37444.0,37844.9,952.43410575
2021-01-14T07:00:00Z,37853.86,38616.22,37721.51,38230.59,1300.91883097
2021-01-14T08:00:00Z,38220.66,38800.0,38206.45,38388.44,1022.58304343
2021-01-14T09:00:00Z,38374.75,38473.01,37888.0,37948.19,685.16037145
2021-01-14T10:00:00Z,37947.71,38500.0,37888.0,38500.0,694.55192668
2021-01-14T11:00:00Z,38499.99,38651.65,38069.51,38381.21,672.35279503
2021-01-14T12:00:00Z,38381.21,38437.88,37725.1,38283.01,936.15374151
2021-01-14T13:00:00Z,38283.01,39056.6,38185.96,39016.99,1351.46094978
2021-01-14T14:00:00Z,39017.0,39800.0,38850.0,39601.04,2224.76064111
2021-01-14T15:00:00Z,39601.04,40127.66,39320.39,39529.25,2759.8612959
2021-01-14T16:00:00Z,39529.6,39991.99,39175.0,39245.4,2122.89958025
2021-01-14T17:00:00Z,39250.0,39857.46,39250.0,39390.71,1181.42347766
2021-01-14T18:00:00Z,39382.59,39593.5,39210.0,39313.87,946.38967666
2021-01-14T19:00:00Z,39313.87,39886.36,39302.2,39849.51,1399.71067666
2021-01-14T20:00:00Z,39849.95,39899.0,39302.0,39312.1,747.35377513
2021-01-14T21:00:00Z,39317.87,39428.49,38132.13,38751.61,2789.96822659
2021-01-14T22:00:00Z,38750.0,39072.33,38351.0,38936.85,862.16432765
2021-01-14T23:00:00Z,38945.4,39288.0,38729.0,39125.14,1072.05290949
2021-01-15T00:00:00Z,39123.05,39697.0,39007.48,39418.74,1008.48976549
2021-01-15T01:00:00Z,39396.17,39585.84,38975.01,39119.7,1007.48715423
2021-01-15T02:00:00Z,39119.7,39442.53,38767.84,39224.28,906.9298889
2021-01-15T03:00:00Z,39224.29,39286.8,38406.46,38657.96,1148.57890071
2021-01-15T04:00:00Z,38660.54,38791.88,38332.87,38407.97,851.61517208
2021-01-15T05:00:00Z,38407.93,38859.65,37800.0,37800.01,1051.0090317
2021-01-15T06:00:00Z,37800.01,38088.18,37555.0,38018.21,1026.56349949
2021-01-15T07:00:00Z,38019.14,38469.36,37692.16,38444.22,671.14509049
2021-01-15T08:00:00Z,38448.09,38640.01,38132.67,38256.82,667.01938752
2021-01-15T09:00:00Z,38256.81,38683.53,38001.01,38663.2,686.49275812
2021-01-15T10:00:00Z,38652.55,38740.0,38305.0,38425.09,357.71713168
2021-01-15T11:00:00Z,38421.46,38538.24,37911.28,38078.28,535.23995178
2021-01-15T12:00:00Z,38085.93,38171.46,37146.46,37756.26,1508.26188021
2021-01-15T13:00:00Z,37751.03,37881.43,37236.83,37632.64,937.52820493
2021-01-15T14:00:00Z,37632.64,37740.46,36500.0,36885.35,2095.61764371
2021-01-15T15:00:00Z,36888.03,36941.37,35136.28,35537.94,3488.32524043
2021-01-15T16:00:00Z,35538.43,36392.71,34298.93,36172.55,6113.13322423
2021-01-15T17:00:00Z,36172.14,36172.14,35350.64,35959.33,2004.37085855
2021-01-15T18:00:00Z,35951.05,36423.74,34820.56,35424.55,2550.4101175
2021-01-15T19:00:00Z,35430.09,35919.0,35126.64,35197.44,1366.02508327
2021-01-15T20:00:00Z,35197.43,36000.0,34800.0,35618.78,2228.5243503
2021-01-15T21:00:00Z,35618.78,36456.59,35562.72,36268.81,1904.28458987
2021-01-15T22:00:00Z,36268.79,36900.0,35973.82,36602.19,1459.33231627
2021-01-15T23:00:00Z,36595.82,36896.82,36388.0,36754.67,846.95794639
2021-01-16T00:00:00Z,36754.6,37450.0,36744.24,37185.19,1216.8461604
2021-01-16T01:00:00Z,37178.53,37678.23,36860.0,37023.47,1139.98635542
2021-01-16T02:00:00Z,37010.14,37234.41,36014.76,36191.96,1636.1730284
2021-01-16T03:00:00Z,36188.71,36634.7,35974.19,36539.76,1121.9770852
2021-01-16T04:00:00Z,36539.69,36692.01,36133.75,36561.6,835.68634157
2021-01-16T05:00:00Z,36565.15,36626.17,35532.2,35864.79,1348.69181902
2021-01-16T06:00:00Z,35866.33,36392.72,35852.44,36127.88,1037.29104621
2021-01-16T07:00:00Z,36129.98,36955.6,36098.48,36584.75,688.21774777
2021-01-16T08:00:00Z,36589.5,37523.0,36373.0,37463.24,1022.81649976
2021-01-16T09:00:00Z,37479.06,37650.0,37208.19,37443.86,452.74640606
2021-01-16T10:00:00Z,37458.15,37948.0,37260.54,37422.04,568.27332972
2021-01-16T11:00:00Z,37415.55,37831.9,37199.66,37690.0,426.65070447
2021-01-16T12:00:00Z,37690.0,37895.0,36700.17,37388.89,583.73870658
2021-01-16T13:00:00Z,37385.67,37683.85,37077.13,37158.2,448.45578117
2021-01-16T14:00:00Z,37150.0,37343.17,36701.98,37226.4,738.17449109
2021-01-16T15:00:00Z,37226.41,37720.0,37000.0,37472.98,633.5583943
2021-01-16T16:00:00Z,37472.98,37733.64,36943.06,37229.91,1006.34516309
2021-01-16T17:00:00Z,37234.05,37319.19,36850.0,36893.77,606.96670187
2021-01-16T18:00:00Z,36893.77,37189.09,36387.43,36517.92,643.65204579
2021-01-16T19:00:00Z,36515.68,36635.92,36225.96,36399.99,1139.44253821
2021-01-16T20:00:00Z,36397.98,36840.2,36265.5,36744.42,733.78706652
2021-01-16T21:00:00Z,36744.43,36744.43,35722.83,35923.92,1077.63160939
2021-01-16T22:00:00Z,35923.91,36219.91,35372.59,36150.0,1015.84545926
2021-01-16T23:00:00Z,36150.0,36419.0,35936.61,36006.94,738.47097082
2021-01-17T00:00:00Z,36004.8,36450.0,35555.0,36390.09,860.34309709
2021-01-17T01:00:00Z,36390.1,36716.88,36172.31,36707.65,558.5006673
